order_details_id,order_id,order_date,order_time,item_id
1333,592,01-10-2023,5:41:55 PM,127
1334,592,01-10-2023,5:41:55 PM,112
1335,592,01-10-2023,5:41:55 PM,106
1336,593,01-10-2023,5:48:57 PM,102
1337,593,01-10-2023,5:48:57 PM,122
1338,594,01-10-2023,5:50:19 PM,116
1339,595,01-10-2023,6:12:28 PM,108
1340,595,01-10-2023,6:12:28 PM,119
1341,596,01-10-2023,6:24:07 PM,112
1342,596,01-10-2023,6:24:07 PM,121
1343,597,01-10-2023,6:32:36 PM,102
1344,597,01-10-2023,6:32:36 PM,119
1345,597,01-10-2023,6:32:36 PM,122
1346,598,01-10-2023,6:34:14 PM,119
1347,599,01-10-2023,6:34:27 PM,118
1348,600,01-10-2023,6:53:52 PM,108
1349,600,01-10-2023,6:53:52 PM,125
1350,600,01-10-2023,6:53:52 PM,128
1351,600,01-10-2023,6:53:52 PM,129
1352,601,01-10-2023,6:58:19 PM,101
1353,601,01-10-2023,6:58:19 PM,108
1354,601,01-10-2023,6:58:19 PM,130
1355,602,01-10-2023,7:02:27 PM,118
1356,603,01-10-2023,7:03:11 PM,129
1357,604,01-10-2023,7:13:29 PM,121
1358,604,01-10-2023,7:13:29 PM,123
1359,605,01-10-2023,7:23:51 PM,113
1360,605,01-10-2023,7:23:51 PM,NULL
1361,606,01-10-2023,7:27:18 PM,113
1362,607,01-10-2023,7:36:16 PM,101
1363,607,01-10-2023,7:36:16 PM,117
1364,607,01-10-2023,7:36:16 PM,123
1365,608,01-10-2023,7:36:33 PM,109
1366,608,01-10-2023,7:36:33 PM,113
1367,608,01-10-2023,7:36:33 PM,106
1368,608,01-10-2023,7:36:33 PM,106
1369,609,01-10-2023,7:39:32 PM,125
1370,610,01-10-2023,7:51:02 PM,107
1371,610,01-10-2023,7:51:02 PM,113
1372,611,01-10-2023,7:58:10 PM,124
1373,611,01-10-2023,7:58:10 PM,129
1374,611,01-10-2023,7:58:10 PM,105
1375,611,01-10-2023,7:58:10 PM,NULL
1376,612,01-10-2023,7:58:15 PM,107
1377,612,01-10-2023,7:58:15 PM,117
1378,612,01-10-2023,7:58:15 PM,129
1379,612,01-10-2023,7:58:15 PM,121
1380,613,01-10-2023,8:10:44 PM,111
1381,614,01-10-2023,8:12:33 PM,118
1382,615,01-10-2023,8:14:03 PM,102
1383,615,01-10-2023,8:14:03 PM,112
1384,616,01-10-2023,8:20:10 PM,119
1385,616,01-10-2023,8:20:10 PM,132
1386,617,01-10-2023,8:27:26 PM,104
1387,617,01-10-2023,8:27:26 PM,105
1388,618,01-10-2023,8:31:14 PM,119
1389,618,01-10-2023,8:31:14 PM,130
1390,619,01-10-2023,8:41:58 PM,110
1391,620,01-10-2023,8:45:45 PM,101
1392,620,01-10-2023,8:45:45 PM,102
1393,620,01-10-2023,8:45:45 PM,118
1394,620,01-10-2023,8:45:45 PM,114
1395,621,01-10-2023,8:49:29 PM,116
1396,621,01-10-2023,8:49:29 PM,125
1397,621,01-10-2023,8:49:29 PM,129
1398,621,01-10-2023,8:49:29 PM,122
1399,622,01-10-2023,8:57:41 PM,117
1400,622,01-10-2023,8:57:41 PM,122
1401,623,01-10-2023,9:21:21 PM,102
1402,623,01-10-2023,9:21:21 PM,109
1403,624,01-10-2023,9:22:44 PM,102
1404,624,01-10-2023,9:22:44 PM,132
1405,625,01-10-2023,9:50:23 PM,131
1406,625,01-10-2023,9:50:23 PM,123
1407,626,01-10-2023,9:55:12 PM,108
1408,626,01-10-2023,9:55:12 PM,125
1409,627,01-10-2023,10:18:35 PM,114
1410,627,01-10-2023,10:18:35 PM,114
1411,628,01-10-2023,10:47:17 PM,108
1412,628,01-10-2023,10:47:17 PM,127
1413,628,01-10-2023,10:47:17 PM,114
1414,628,01-10-2023,10:47:17 PM,132
1415,629,01-10-2023,10:48:39 PM,116
1416,629,01-10-2023,10:48:39 PM,124
1417,629,01-10-2023,10:48:39 PM,112
1418,629,01-10-2023,10:48:39 PM,130
1419,630,01-11-2023,11:42:08 AM,120
1420,631,01-11-2023,11:44:36 AM,113
1421,632,01-11-2023,11:44:52 AM,108
1422,633,01-11-2023,11:51:45 AM,128
1423,633,01-11-2023,11:51:45 AM,113
1424,633,01-11-2023,11:51:45 AM,118
1425,634,01-11-2023,12:14:15 PM,113
1426,635,01-11-2023,12:18:31 PM,116
1427,635,01-11-2023,12:18:31 PM,102
1428,635,01-11-2023,12:18:31 PM,109
1429,635,01-11-2023,12:18:31 PM,129
1430,635,01-11-2023,12:18:31 PM,113
1431,635,01-11-2023,12:18:31 PM,113
1432,635,01-11-2023,12:18:31 PM,118
1433,635,01-11-2023,12:18:31 PM,120
1434,635,01-11-2023,12:18:31 PM,131
1435,635,01-11-2023,12:18:31 PM,131
1436,636,01-11-2023,12:34:44 PM,108
1437,637,01-11-2023,12:44:10 PM,114
1438,637,01-11-2023,12:44:10 PM,132
1439,638,01-11-2023,12:49:26 PM,129
1440,639,01-11-2023,1:23:21 PM,112
1441,640,01-11-2023,1:28:08 PM,102
1442,640,01-11-2023,1:28:08 PM,104
1443,640,01-11-2023,1:28:08 PM,111
1444,641,01-11-2023,1:37:46 PM,113
1445,641,01-11-2023,1:37:46 PM,105
1446,641,01-11-2023,1:37:46 PM,130
1447,641,01-11-2023,1:37:46 PM,131
1448,642,01-11-2023,1:40:00 PM,116
1449,642,01-11-2023,1:40:00 PM,102
1450,642,01-11-2023,1:40:00 PM,117
1451,642,01-11-2023,1:40:00 PM,121
1452,643,01-11-2023,1:43:19 PM,131
1453,644,01-11-2023,1:52:52 PM,117
1454,644,01-11-2023,1:52:52 PM,118
1455,645,01-11-2023,2:03:45 PM,101
1456,645,01-11-2023,2:03:45 PM,107
1457,646,01-11-2023,2:07:26 PM,109
1458,646,01-11-2023,2:07:26 PM,106
1459,647,01-11-2023,2:07:35 PM,109
1460,648,01-11-2023,2:17:17 PM,125
1461,648,01-11-2023,2:17:17 PM,113
1462,649,01-11-2023,2:29:23 PM,102
1463,649,01-11-2023,2:29:23 PM,113
1464,649,01-11-2023,2:29:23 PM,118
1465,649,01-11-2023,2:29:23 PM,120
1466,650,01-11-2023,2:34:05 PM,113
1467,651,01-11-2023,2:49:35 PM,101
1468,651,01-11-2023,2:49:35 PM,116
1469,651,01-11-2023,2:49:35 PM,113
1470,652,01-11-2023,4:03:38 PM,107
1471,652,01-11-2023,4:03:38 PM,103
1472,652,01-11-2023,4:03:38 PM,104
1473,652,01-11-2023,4:03:38 PM,119
1474,653,01-11-2023,4:18:23 PM,106
1475,654,01-11-2023,4:34:07 PM,129
1476,654,01-11-2023,4:34:07 PM,120
1477,654,01-11-2023,4:34:07 PM,130
1478,655,01-11-2023,4:43:33 PM,117
1479,656,01-11-2023,4:44:49 PM,106
1480,656,01-11-2023,4:44:49 PM,132
1481,657,01-11-2023,4:45:47 PM,101
1482,657,01-11-2023,4:45:47 PM,108
1483,658,01-11-2023,4:55:24 PM,111
1484,658,01-11-2023,4:55:24 PM,118
1485,658,01-11-2023,4:55:24 PM,132
1486,659,01-11-2023,4:56:39 PM,117
1487,659,01-11-2023,4:56:39 PM,120
1488,660,01-11-2023,5:09:36 PM,101
1489,660,01-11-2023,5:09:36 PM,117
1490,661,01-11-2023,5:18:14 PM,111
1491,662,01-11-2023,5:21:49 PM,101
1492,662,01-11-2023,5:21:49 PM,119
1493,663,01-11-2023,5:29:14 PM,125
1494,664,01-11-2023,5:35:14 PM,116
1495,664,01-11-2023,5:35:14 PM,117
1496,664,01-11-2023,5:35:14 PM,113
1497,665,01-11-2023,5:42:23 PM,101
1498,665,01-11-2023,5:42:23 PM,128
1499,666,01-11-2023,5:42:25 PM,109
1500,667,01-11-2023,6:13:08 PM,107
1501,667,01-11-2023,6:13:08 PM,113
1502,668,01-11-2023,6:13:12 PM,117
1503,668,01-11-2023,6:13:12 PM,129
1504,668,01-11-2023,6:13:12 PM,118
1505,668,01-11-2023,6:13:12 PM,122
1506,669,01-11-2023,6:40:44 PM,110
1507,669,01-11-2023,6:40:44 PM,129
1508,670,01-11-2023,6:46:25 PM,110
1509,670,01-11-2023,6:46:25 PM,121
1510,671,01-11-2023,7:18:42 PM,104
1511,672,01-11-2023,7:18:46 PM,126
1512,672,01-11-2023,7:18:46 PM,122
1513,673,01-11-2023,7:28:13 PM,121
1514,673,01-11-2023,7:28:13 PM,106
1515,674,01-11-2023,7:33:05 PM,104
1516,674,01-11-2023,7:33:05 PM,129
1517,674,01-11-2023,7:33:05 PM,119
1518,674,01-11-2023,7:33:05 PM,131
1519,675,01-11-2023,7:33:19 PM,111
1520,676,01-11-2023,7:44:57 PM,129
1521,676,01-11-2023,7:44:57 PM,132
1522,677,01-11-2023,7:51:09 PM,118
1523,678,01-11-2023,7:52:49 PM,129
1524,678,01-11-2023,7:52:49 PM,111
1525,678,01-11-2023,7:52:49 PM,122
1526,679,01-11-2023,8:31:02 PM,115
1527,679,01-11-2023,8:31:02 PM,125
1528,679,01-11-2023,8:31:02 PM,117
1529,679,01-11-2023,8:31:02 PM,128
1530,680,01-11-2023,9:07:30 PM,104
1531,680,01-11-2023,9:07:30 PM,120
1532,681,01-11-2023,9:29:50 PM,118
1533,682,01-12-2023,11:38:15 AM,117
1534,683,01-12-2023,11:39:08 AM,104
1535,683,01-12-2023,11:39:08 AM,127
1536,683,01-12-2023,11:39:08 AM,118
1537,684,01-12-2023,12:01:23 PM,125
1538,685,01-12-2023,12:11:46 PM,121
1539,686,01-12-2023,12:13:07 PM,107
1540,687,01-12-2023,12:21:09 PM,127
1541,688,01-12-2023,12:26:41 PM,122
1542,688,01-12-2023,12:26:41 PM,123
1543,689,01-12-2023,12:33:22 PM,106
1544,689,01-12-2023,12:33:22 PM,106
1545,690,01-12-2023,12:42:10 PM,113
1546,691,01-12-2023,12:45:53 PM,101
1547,692,01-12-2023,12:53:37 PM,102
1548,692,01-12-2023,12:53:37 PM,127
1549,693,01-12-2023,1:04:24 PM,101
1550,693,01-12-2023,1:04:24 PM,107
1551,693,01-12-2023,1:04:24 PM,126
1552,693,01-12-2023,1:04:24 PM,110
1553,694,01-12-2023,1:30:47 PM,127
1554,694,01-12-2023,1:30:47 PM,112
1555,694,01-12-2023,1:30:47 PM,113
1556,695,01-12-2023,1:33:06 PM,105
1557,696,01-12-2023,1:49:40 PM,119
1558,696,01-12-2023,1:49:40 PM,122
1559,697,01-12-2023,1:58:56 PM,108
1560,697,01-12-2023,1:58:56 PM,130
1561,698,01-12-2023,2:08:16 PM,107
1562,698,01-12-2023,2:08:16 PM,112
1563,698,01-12-2023,2:08:16 PM,106
1564,699,01-12-2023,2:27:03 PM,113
1565,700,01-12-2023,2:31:13 PM,115
1566,700,01-12-2023,2:31:13 PM,104
1567,700,01-12-2023,2:31:13 PM,110
1568,700,01-12-2023,2:31:13 PM,118
1569,700,01-12-2023,2:31:13 PM,120
1570,701,01-12-2023,2:33:39 PM,109
1571,701,01-12-2023,2:33:39 PM,119
1572,702,01-12-2023,2:38:35 PM,101
1573,702,01-12-2023,2:38:35 PM,120
1574,703,01-12-2023,3:08:01 PM,118
1575,704,01-12-2023,3:28:25 PM,116
1576,704,01-12-2023,3:28:25 PM,128
1577,705,01-12-2023,3:31:00 PM,126
1578,705,01-12-2023,3:31:00 PM,117
1579,705,01-12-2023,3:31:00 PM,105
1580,706,01-12-2023,3:39:04 PM,102
1581,706,01-12-2023,3:39:04 PM,111
1582,707,01-12-2023,3:41:32 PM,101
1583,707,01-12-2023,3:41:32 PM,118
1584,707,01-12-2023,3:41:32 PM,105
1585,708,01-12-2023,3:52:44 PM,125
1586,709,01-12-2023,3:53:56 PM,101
1587,710,01-12-2023,3:59:52 PM,109
1588,710,01-12-2023,3:59:52 PM,105
1589,710,01-12-2023,3:59:52 PM,114
1590,710,01-12-2023,3:59:52 PM,NULL
1591,711,01-12-2023,4:21:10 PM,103
1592,711,01-12-2023,4:21:10 PM,129
1593,711,01-12-2023,4:21:10 PM,112
1594,711,01-12-2023,4:21:10 PM,120
1595,712,01-12-2023,4:22:18 PM,127
1596,713,01-12-2023,4:31:56 PM,124
1597,713,01-12-2023,4:31:56 PM,128
1598,714,01-12-2023,4:55:08 PM,108
1599,714,01-12-2023,4:55:08 PM,109
1600,714,01-12-2023,4:55:08 PM,109
1601,714,01-12-2023,4:55:08 PM,110
1602,715,01-12-2023,5:05:33 PM,113
1603,715,01-12-2023,5:05:33 PM,118
1604,715,01-12-2023,5:05:33 PM,131
1605,716,01-12-2023,5:06:05 PM,107
1606,717,01-12-2023,5:24:44 PM,101
1607,717,01-12-2023,5:24:44 PM,105
1608,718,01-12-2023,5:46:30 PM,102
1609,718,01-12-2023,5:46:30 PM,105
1610,719,01-12-2023,5:52:27 PM,101
1611,719,01-12-2023,5:52:27 PM,129
1612,720,01-12-2023,5:53:59 PM,126
1613,720,01-12-2023,5:53:59 PM,111
1614,720,01-12-2023,5:53:59 PM,112
1615,720,01-12-2023,5:53:59 PM,120
1616,721,01-12-2023,6:17:15 PM,108
1617,721,01-12-2023,6:17:15 PM,122
1618,722,01-12-2023,6:20:58 PM,111
1619,722,01-12-2023,6:20:58 PM,130
1620,723,01-12-2023,6:21:04 PM,101
1621,723,01-12-2023,6:21:04 PM,113
1622,724,01-12-2023,6:24:47 PM,107
1623,724,01-12-2023,6:24:47 PM,126
1624,724,01-12-2023,6:24:47 PM,105
1625,725,01-12-2023,6:33:14 PM,107
1626,725,01-12-2023,6:33:14 PM,129
1627,725,01-12-2023,6:33:14 PM,106
1628,725,01-12-2023,6:33:14 PM,NULL
1629,726,01-12-2023,6:34:25 PM,120
1630,727,01-12-2023,6:44:57 PM,120
1631,728,01-12-2023,6:53:17 PM,105
1632,728,01-12-2023,6:53:17 PM,106
1633,728,01-12-2023,6:53:17 PM,114
1634,729,01-12-2023,7:20:41 PM,108
1635,729,01-12-2023,7:20:41 PM,109
1636,729,01-12-2023,7:20:41 PM,120
1637,730,01-12-2023,7:22:00 PM,117
1638,731,01-12-2023,7:27:47 PM,120
1639,731,01-12-2023,7:27:47 PM,132
1640,732,01-12-2023,7:30:17 PM,131
1641,733,01-12-2023,7:57:36 PM,102
1642,733,01-12-2023,7:57:36 PM,110
1643,733,01-12-2023,7:57:36 PM,113
1644,733,01-12-2023,7:57:36 PM,106
1645,734,01-12-2023,8:00:30 PM,113
1646,735,01-12-2023,8:35:34 PM,104
1647,735,01-12-2023,8:35:34 PM,112
1648,735,01-12-2023,8:35:34 PM,112
1649,736,01-12-2023,9:35:14 PM,124
1650,736,01-12-2023,9:35:14 PM,132
1651,737,1/13/23,11:31:34 AM,101
1652,737,1/13/23,11:31:34 AM,106
1653,738,1/13/23,12:16:47 PM,105
1654,739,1/13/23,12:19:38 PM,107
1655,740,1/13/23,12:29:51 PM,102
1656,740,1/13/23,12:29:51 PM,104
1657,740,1/13/23,12:29:51 PM,124
1658,740,1/13/23,12:29:51 PM,125
1659,740,1/13/23,12:29:51 PM,110
1660,740,1/13/23,12:29:51 PM,117
1661,740,1/13/23,12:29:51 PM,111
1662,740,1/13/23,12:29:51 PM,119
1663,740,1/13/23,12:29:51 PM,120
1664,740,1/13/23,12:29:51 PM,131
1665,740,1/13/23,12:29:51 PM,131
1666,740,1/13/23,12:29:51 PM,131
1667,740,1/13/23,12:29:51 PM,NULL
1668,741,1/13/23,12:49:09 PM,111
1669,742,1/13/23,12:53:01 PM,101
1670,743,1/13/23,1:08:32 PM,111
1671,744,1/13/23,1:34:48 PM,118
1672,745,1/13/23,1:36:53 PM,101
1673,745,1/13/23,1:36:53 PM,102
1674,745,1/13/23,1:36:53 PM,108
1675,745,1/13/23,1:36:53 PM,125
1676,745,1/13/23,1:36:53 PM,128
1677,745,1/13/23,1:36:53 PM,111
1678,745,1/13/23,1:36:53 PM,114
1679,746,1/13/23,1:41:13 PM,122
1680,746,1/13/23,1:41:13 PM,132
1681,747,1/13/23,2:15:02 PM,129
1682,747,1/13/23,2:15:02 PM,120
1683,747,1/13/23,2:15:02 PM,122
1684,748,1/13/23,2:27:31 PM,124
1685,749,1/13/23,2:29:23 PM,113
1686,750,1/13/23,2:48:09 PM,112
1687,751,1/13/23,3:07:35 PM,116
1688,751,1/13/23,3:07:35 PM,109
1689,751,1/13/23,3:07:35 PM,111
1690,751,1/13/23,3:07:35 PM,132
1691,752,1/13/23,3:19:25 PM,109
1692,752,1/13/23,3:19:25 PM,121
1693,753,1/13/23,3:22:11 PM,126
1694,753,1/13/23,3:22:11 PM,109
1695,753,1/13/23,3:22:11 PM,117
1696,753,1/13/23,3:22:11 PM,119
1697,754,1/13/23,3:47:56 PM,112
1698,754,1/13/23,3:47:56 PM,105
1699,755,1/13/23,3:50:49 PM,101
1700,755,1/13/23,3:50:49 PM,125
1701,756,1/13/23,3:55:11 PM,104
1702,756,1/13/23,3:55:11 PM,130
1703,756,1/13/23,3:55:11 PM,132
1704,757,1/13/23,4:10:34 PM,111
1705,757,1/13/23,4:10:34 PM,113
1706,757,1/13/23,4:10:34 PM,122
1707,757,1/13/23,4:10:34 PM,132
1708,758,1/13/23,4:14:43 PM,125
1709,758,1/13/23,4:14:43 PM,119
1710,759,1/13/23,4:14:56 PM,116
1711,760,1/13/23,4:27:40 PM,102
1712,761,1/13/23,4:30:20 PM,120
1713,761,1/13/23,4:30:20 PM,121
1714,762,1/13/23,4:36:36 PM,110
1715,762,1/13/23,4:36:36 PM,121
1716,762,1/13/23,4:36:36 PM,106
1717,762,1/13/23,4:36:36 PM,NULL
1718,763,1/13/23,4:38:57 PM,108
1719,764,1/13/23,4:39:39 PM,117
1720,764,1/13/23,4:39:39 PM,NULL
1721,765,1/13/23,5:11:41 PM,102
1722,765,1/13/23,5:11:41 PM,110
1723,765,1/13/23,5:11:41 PM,118
1724,765,1/13/23,5:11:41 PM,120
1725,766,1/13/23,5:21:45 PM,127
1726,766,1/13/23,5:21:45 PM,129
1727,766,1/13/23,5:21:45 PM,105
1728,767,1/13/23,5:21:48 PM,108
1729,768,1/13/23,5:23:34 PM,115
1730,769,1/13/23,5:43:17 PM,125
1731,770,1/13/23,5:44:13 PM,118
1732,770,1/13/23,5:44:13 PM,120
1733,771,1/13/23,5:59:32 PM,102
1734,771,1/13/23,5:59:32 PM,120
1735,772,1/13/23,6:07:59 PM,127
1736,773,1/13/23,6:18:15 PM,108
1737,773,1/13/23,6:18:15 PM,112
1738,774,1/13/23,6:31:07 PM,104
1739,774,1/13/23,6:31:07 PM,131
1740,775,1/13/23,6:42:12 PM,101
1741,775,1/13/23,6:42:12 PM,124
1742,775,1/13/23,6:42:12 PM,112
1743,775,1/13/23,6:42:12 PM,119
1744,776,1/13/23,6:50:43 PM,131
1745,776,1/13/23,6:50:43 PM,106
1746,777,1/13/23,7:10:20 PM,101
1747,777,1/13/23,7:10:20 PM,114
1748,778,1/13/23,7:18:08 PM,125
1749,778,1/13/23,7:18:08 PM,117
1750,778,1/13/23,7:18:08 PM,119
1751,778,1/13/23,7:18:08 PM,105
1752,779,1/13/23,7:19:58 PM,108
1753,779,1/13/23,7:19:58 PM,110
1754,779,1/13/23,7:19:58 PM,117
1755,779,1/13/23,7:19:58 PM,117
1756,780,1/13/23,8:12:49 PM,107
1757,780,1/13/23,8:12:49 PM,110
1758,781,1/13/23,8:31:17 PM,110
1759,781,1/13/23,8:31:17 PM,105
1760,781,1/13/23,8:31:17 PM,105
1761,781,1/13/23,8:31:17 PM,132
1762,782,1/13/23,8:36:27 PM,116
1763,782,1/13/23,8:36:27 PM,106
1764,783,1/13/23,9:17:08 PM,131
1765,783,1/13/23,9:17:08 PM,106
1766,783,1/13/23,9:17:08 PM,132
1767,784,1/13/23,9:39:41 PM,111
1768,785,1/14/23,11:28:44 AM,109
1769,785,1/14/23,11:28:44 AM,105
1770,786,1/14/23,11:35:30 AM,124
1771,787,1/14/23,11:45:30 AM,102
1772,787,1/14/23,11:45:30 AM,122
1773,788,1/14/23,11:46:19 AM,120
1774,789,1/14/23,11:51:37 AM,131
1775,790,1/14/23,12:07:30 PM,124
1776,790,1/14/23,12:07:30 PM,123
1777,791,1/14/23,12:23:54 PM,113
1778,791,1/14/23,12:23:54 PM,106
1779,792,1/14/23,12:37:48 PM,103
1780,792,1/14/23,12:37:48 PM,125
1781,792,1/14/23,12:37:48 PM,127
1782,792,1/14/23,12:37:48 PM,129
1783,792,1/14/23,12:37:48 PM,119
1784,792,1/14/23,12:37:48 PM,130
1785,792,1/14/23,12:37:48 PM,132
1786,793,1/14/23,12:38:27 PM,119
1787,794,1/14/23,12:39:16 PM,111
1788,795,1/14/23,12:42:17 PM,124
1789,796,1/14/23,12:43:09 PM,129
1790,797,1/14/23,12:50:01 PM,118
1791,797,1/14/23,12:50:01 PM,119
1792,797,1/14/23,12:50:01 PM,132
1793,798,1/14/23,12:50:30 PM,124
1794,798,1/14/23,12:50:30 PM,126
1795,798,1/14/23,12:50:30 PM,121
1796,798,1/14/23,12:50:30 PM,131
1797,799,1/14/23,12:51:29 PM,117
1798,799,1/14/23,12:51:29 PM,112
1799,799,1/14/23,12:51:29 PM,106
1800,800,1/14/23,12:54:35 PM,116
1801,800,1/14/23,12:54:35 PM,109
1802,800,1/14/23,12:54:35 PM,127
1803,800,1/14/23,12:54:35 PM,111
1804,800,1/14/23,12:54:35 PM,105
1805,800,1/14/23,12:54:35 PM,122
1806,801,1/14/23,1:10:53 PM,101
1807,801,1/14/23,1:10:53 PM,108
1808,801,1/14/23,1:10:53 PM,108
1809,801,1/14/23,1:10:53 PM,117
1810,801,1/14/23,1:10:53 PM,111
1811,801,1/14/23,1:10:53 PM,120
1812,801,1/14/23,1:10:53 PM,120
1813,801,1/14/23,1:10:53 PM,105
1814,801,1/14/23,1:10:53 PM,105
1815,801,1/14/23,1:10:53 PM,130
1816,801,1/14/23,1:10:53 PM,123
1817,801,1/14/23,1:10:53 PM,106
1818,802,1/14/23,1:23:47 PM,103
1819,802,1/14/23,1:23:47 PM,109
1820,803,1/14/23,1:37:51 PM,117
1821,804,1/14/23,1:42:01 PM,119
1822,805,1/14/23,2:07:52 PM,107
1823,805,1/14/23,2:07:52 PM,125
1824,806,1/14/23,2:12:22 PM,101
1825,807,1/14/23,2:15:29 PM,107
1826,808,1/14/23,2:15:32 PM,118
1827,809,1/14/23,2:26:17 PM,109
1828,810,1/14/23,2:48:30 PM,127
1829,811,1/14/23,2:48:56 PM,132
1830,812,1/14/23,3:37:45 PM,116
1831,812,1/14/23,3:37:45 PM,112
1832,813,1/14/23,4:09:29 PM,102
1833,813,1/14/23,4:09:29 PM,105
1834,814,1/14/23,4:21:23 PM,108
1835,814,1/14/23,4:21:23 PM,132
1836,815,1/14/23,4:38:00 PM,111
1837,816,1/14/23,5:04:08 PM,105
1838,816,1/14/23,5:04:08 PM,132
1839,817,1/14/23,5:10:38 PM,108
1840,817,1/14/23,5:10:38 PM,113
1841,817,1/14/23,5:10:38 PM,105
1842,817,1/14/23,5:10:38 PM,106
1843,818,1/14/23,5:15:50 PM,112
1844,818,1/14/23,5:15:50 PM,120
1845,818,1/14/23,5:15:50 PM,120
1846,819,1/14/23,5:21:39 PM,101
1847,819,1/14/23,5:21:39 PM,120
1848,820,1/14/23,5:24:09 PM,105
1849,820,1/14/23,5:24:09 PM,123
1850,821,1/14/23,5:37:26 PM,124
1851,822,1/14/23,5:38:53 PM,NULL
1852,823,1/14/23,5:42:17 PM,101
1853,823,1/14/23,5:42:17 PM,102
1854,823,1/14/23,5:42:17 PM,114
1855,824,1/14/23,5:53:41 PM,102
1856,824,1/14/23,5:53:41 PM,108
1857,824,1/14/23,5:53:41 PM,117
1858,824,1/14/23,5:53:41 PM,120
1859,825,1/14/23,6:06:06 PM,124
1860,825,1/14/23,6:06:06 PM,120
1861,826,1/14/23,6:06:14 PM,104
1862,826,1/14/23,6:06:14 PM,117
1863,826,1/14/23,6:06:14 PM,113
1864,827,1/14/23,6:09:48 PM,103
1865,827,1/14/23,6:09:48 PM,111
1866,828,1/14/23,6:23:55 PM,104
1867,828,1/14/23,6:23:55 PM,118
1868,829,1/14/23,6:27:42 PM,111
1869,829,1/14/23,6:27:42 PM,118
1870,829,1/14/23,6:27:42 PM,122
1871,829,1/14/23,6:27:42 PM,123
1872,830,1/14/23,6:38:17 PM,109
1873,830,1/14/23,6:38:17 PM,117
1874,830,1/14/23,6:38:17 PM,113
1875,831,1/14/23,6:38:20 PM,116
1876,831,1/14/23,6:38:20 PM,104
1877,831,1/14/23,6:38:20 PM,104
1878,831,1/14/23,6:38:20 PM,108
1879,832,1/14/23,6:47:06 PM,109
1880,833,1/14/23,7:07:45 PM,107
1881,833,1/14/23,7:07:45 PM,111
1882,834,1/14/23,7:25:16 PM,104
1883,834,1/14/23,7:25:16 PM,113
1884,834,1/14/23,7:25:16 PM,119
1885,834,1/14/23,7:25:16 PM,131
1886,835,1/14/23,7:56:01 PM,101
1887,835,1/14/23,7:56:01 PM,101
1888,835,1/14/23,7:56:01 PM,113
1889,835,1/14/23,7:56:01 PM,105
1890,836,1/14/23,8:08:08 PM,124
1891,836,1/14/23,8:08:08 PM,125
1892,836,1/14/23,8:08:08 PM,109
1893,836,1/14/23,8:08:08 PM,NULL
1894,837,1/14/23,8:12:27 PM,117
1895,838,1/14/23,8:33:57 PM,103
1896,838,1/14/23,8:33:57 PM,117
1897,838,1/14/23,8:33:57 PM,132
1898,839,1/14/23,8:40:40 PM,129
1899,840,1/14/23,8:46:12 PM,117
1900,841,1/14/23,8:57:40 PM,118
1901,842,1/14/23,9:09:39 PM,130
1902,842,1/14/23,9:09:39 PM,131
1903,842,1/14/23,9:09:39 PM,123
1904,843,1/14/23,9:32:21 PM,123
1905,844,1/14/23,9:36:58 PM,132
1906,845,1/14/23,9:42:56 PM,108
1907,845,1/14/23,9:42:56 PM,124
1908,845,1/14/23,9:42:56 PM,117
1909,845,1/14/23,9:42:56 PM,105
1910,846,1/14/23,10:16:24 PM,102
1911,846,1/14/23,10:16:24 PM,124
1912,847,1/15/23,11:37:03 AM,113
1913,848,1/15/23,11:56:46 AM,107
1914,849,1/15/23,12:08:30 PM,108
1915,849,1/15/23,12:08:30 PM,120
1916,849,1/15/23,12:08:30 PM,122
1917,849,1/15/23,12:08:30 PM,122
1918,850,1/15/23,12:15:35 PM,125
1919,850,1/15/23,12:15:35 PM,105
1920,850,1/15/23,12:15:35 PM,106
1921,851,1/15/23,12:20:22 PM,101
1922,852,1/15/23,12:33:51 PM,106
1923,853,1/15/23,12:36:39 PM,113
1924,854,1/15/23,12:51:19 PM,113
1925,854,1/15/23,12:51:19 PM,121
1926,855,1/15/23,12:56:54 PM,124
1927,855,1/15/23,12:56:54 PM,120
1928,855,1/15/23,12:56:54 PM,105
1929,855,1/15/23,12:56:54 PM,130
1930,855,1/15/23,12:56:54 PM,132
1931,856,1/15/23,12:59:20 PM,122
1932,857,1/15/23,1:01:53 PM,111
1933,858,1/15/23,1:03:42 PM,118
1934,858,1/15/23,1:03:42 PM,106
1935,858,1/15/23,1:03:42 PM,132
1936,859,1/15/23,1:05:13 PM,107
1937,859,1/15/23,1:05:13 PM,116
1938,859,1/15/23,1:05:13 PM,103
1939,859,1/15/23,1:05:13 PM,114
1940,860,1/15/23,1:07:53 PM,120
1941,860,1/15/23,1:07:53 PM,122
1942,861,1/15/23,1:08:44 PM,119
1943,862,1/15/23,1:10:45 PM,105
1944,863,1/15/23,1:12:29 PM,106
1945,864,1/15/23,2:04:23 PM,107
1946,864,1/15/23,2:04:23 PM,109
1947,864,1/15/23,2:04:23 PM,117
1948,864,1/15/23,2:04:23 PM,128
1949,864,1/15/23,2:04:23 PM,120
1950,864,1/15/23,2:04:23 PM,131
1951,864,1/15/23,2:04:23 PM,123
1952,864,1/15/23,2:04:23 PM,114
